car_name,driven_km,fuel_type,transmission,ownership,manufacture,engine_cc,seats,km_per_cc,cc_per_seat,price_dollar
208,Hyundai Creta 1.6 VTVT S,49000.0,Petrol,Manual,1st Owner,2016,1497.0,5,33.02596131433741,299.0,10380.0
209,Hyundai Creta 1.4 CRDi S,72000.0,Diesel,Manual,1st Owner,2016,1396.0,5,51.53875161399792,279.0,12590.0
210,Honda Brio V MT,25000.0,Petrol,Manual,1st Owner,2012,1956.0,5,12.825374068361825,391.0,4450.0
211,Honda Amaze S CVT Petrol BSIV,4800.0,Petrol,Automatic,1st Owner,2019,1197.0,5,3.6978655248564865,239.0,10590.0
212,Audi A6 35 TDI,68000.0,Diesel,Automatic,1st Owner,2016,2993.0,5,22.952631444101872,598.0,36260.0
213,Hyundai i20 Sportz Petrol,26786.0,Petrol,Manual,1st Owner,2010,1197.0,5,22.726722271101046,239.0,4360.0
214,Maruti Swift Dzire VDi,145000.0,Diesel,Manual,2nd Owner,2011,1461.0,5,98.86976259257177,292.0,4910.0
215,Honda City 1.5 S MT,107500.0,Petrol,Manual,3rd Owner,2010,1497.0,5,72.00722832855786,299.0,5150.0
216,Maruti S-Presso VXI 2019-2022,24531.0,Petrol,Manual,1st Owner,2020,1197.0,5,20.378094901903474,239.0,5980.0
217,Mercedes-Benz C-Class C 220 CDI BE COR,58000.0,Diesel,Automatic,1st Owner,2013,1248.0,5,46.841510205263795,249.0,15470.0
218,Nissan Micra Diesel XV,77464.0,Diesel,Manual,3rd Owner,2012,1498.0,5,51.641709604992414,299.0,3380.0
219,Audi A6 35 TDI,15000.0,Diesel,Automatic,1st Owner,2016,2987.0,5,4.974041202814259,597.0,39530.0
220,Maruti Ignis 1.2 Alpha BSIV,80000.0,Petrol,Manual,1st Owner,2018,1497.0,5,53.14369642999826,299.0,6020.0
221,Volkswagen Polo GT TDI,77000.0,Diesel,Manual,2nd Owner,2012,1998.0,5,38.12036546089323,399.0,3920.0
222,Maruti Wagon R VXI 1.2 BSIV,108000.0,Petrol,Manual,4th Owner,2013,1197.0,5,90.30696596440141,239.0,4430.0
223,Honda City 1.5 GXI,120000.0,Petrol,Manual,2nd Owner,2005,999.0,5,120.01153428376995,199.0,3780.0
224,Chevrolet Beat LT,37275.0,Petrol,Manual,1st Owner,2014,2179.0,5,16.778601180327847,435.0,4390.0
225,Hyundai Santro Sportz BSIV,30670.0,Petrol,Manual,1st Owner,2019,1197.0,5,26.061954335967496,239.0,6580.0
226,Audi A6 35 TFSI Matrix,30000.0,Petrol,Automatic,1st Owner,2018,1086.0,5,27.8500187814237,217.0,40660.0
227,Honda Jazz 1.2 S i VTEC,91000.0,Petrol,Manual,1st Owner,2015,2998.0,5,30.037022552279375,599.0,6180.0
228,Maruti Swift VXI,71234.0,Petrol,Manual,1st Owner,2016,1956.0,5,36.509980563680564,391.0,5990.0
229,Maruti Swift Dzire VXi,85000.0,Petrol,Manual,1st Owner,2009,1248.0,5,68.19792866119789,249.0,4770.0
230,Maruti Eeco CNG 5 Seater AC,40000.0,Cng,Manual,1st Owner,2021,1796.0,7,21.923906204366904,256.0,4650.0
231,Hyundai Grand i10 Asta,141692.0,Petrol,Manual,1st Owner,2014,999.0,5,141.98664928326747,199.0,5380.0
232,Maruti Alto K10 VXI AMT,19800.0,Petrol,Automatic,2nd Owner,2017,1364.0,5,15.012045743429923,272.0,5510.0
233,Jeep Compass 1.4 Limited Plus,35000.0,Petrol,Automatic,2nd Owner,2019,1368.0,5,25.59547273656615,273.0,26900.0
234,Hyundai Grand i10 Sportz,73000.0,Petrol,Manual,1st Owner,2016,1198.0,5,61.33428633593179,239.0,6090.0
235,Kia Seltos GTX Plus DCT,16000.0,Petrol,Automatic,1st Owner,2021,2179.0,5,7.502507777432359,435.0,30670.0
236,Renault KWID RXT Optional,33614.0,Petrol,Manual,1st Owner,2018,2179.0,7,15.344589644831625,311.0,4850.0
237,Maruti Swift Dzire VXi,80000.0,Petrol,Manual,2nd Owner,2009,1197.0,5,66.49739840429204,239.0,4300.0
238,Maruti Wagon R CNG LXI Opt,8876.0,Cng,Manual,1st Owner,2021,796.0,5,10.842458488519611,159.0,7760.0
239,Hyundai EON LPG Era Plus,162000.0,Lpg,Manual,1st Owner,2016,1248.0,5,129.80516930495182,249.0,4440.0
240,Maruti S-Presso VXI Opt AT 2019-2022,35000.0,Petrol,Automatic,1st Owner,2020,1493.0,5,23.59426684948827,298.0,6470.0
241,Mahindra Scorpio S7 120,40011.0,Diesel,Manual,1st Owner,2018,1396.0,5,29.083534443416273,279.0,22630.0
242,Hyundai Creta 1.4 CRDi S,70000.0,Diesel,Manual,1st Owner,2017,2925.0,5,23.637127322533072,585.0,11720.0
243,Fiat Linea 1.4 Emotion,39520.0,Petrol,Manual,1st Owner,2013,2498.0,5,15.465393279274105,499.0,4100.0
244,Maruti Swift Dzire VDI,38359.0,Diesel,Manual,1st Owner,2012,1498.0,5,25.35914638442577,299.0,5050.0
245,Datsun RediGO T Option,50000.0,Petrol,Manual,2nd Owner,2018,1248.0,5,39.79946793973565,249.0,4440.0
246,Maruti Ritz VXi,58955.0,Petrol,Manual,1st Owner,2014,2143.0,5,27.05480616746375,428.0,4790.0
247,Tata Tiago 1.2 Revotron XZ,100000.0,Petrol,Manual,1st Owner,2018,2993.0,5,33.820927831765125,598.0,5060.0
248,Tata Nexon XM,10000.0,Petrol,Manual,1st Owner,2022,1498.0,5,6.617165728791857,299.0,11240.0
249,Tata Altroz XZ,9789.0,Petrol,Manual,1st Owner,2020,2179.0,5,4.809863214797,435.0,11060.0
250,Hyundai Santro Xing GLS,77414.0,Petrol,Manual,3rd Owner,2009,1186.0,7,65.56185207995625,169.0,3270.0
251,Hyundai Creta SX Diesel,25000.0,Diesel,Manual,1st Owner,2021,2494.0,8,10.29082690039558,311.0,32080.0
252,Hyundai i10 Magna,55226.0,Petrol,Manual,2nd Owner,2011,1353.0,5,40.66304720910802,270.0,4050.0
253,Maruti Baleno 1.2 Zeta,33835.0,Petrol,Manual,1st Owner,2018,1248.0,5,27.357073347738016,249.0,7550.0
254,Hyundai Verna 1.6 VTVT S Option,42000.0,Petrol,Manual,1st Owner,2015,1997.0,7,20.600795953814806,285.0,6630.0
255,Hyundai i20 Active 1.4,42923.0,Diesel,Manual,1st Owner,2017,1591.0,5,27.124095746023972,318.0,8740.0
256,Maruti Swift Dzire VDI,100000.0,Diesel,Manual,2nd Owner,2014,1198.0,5,83.2407408302391,239.0,5910.0
257,Renault KWID RXT Optional,21732.0,Petrol,Manual,1st Owner,2016,2995.0,4,6.773563963003527,748.0,4490.0
258,Honda Amaze SX i-VTEC,32000.0,Petrol,Manual,1st Owner,2014,814.0,5,38.86960959544783,162.0,5400.0
259,Mercedes-Benz GLC Progressive 220d,33000.0,Diesel,Automatic,1st Owner,2019,2143.0,5,15.832706542491243,428.0,46490.0
260,Volkswagen Virtus Highline AT,3638.0,Petrol,Automatic,0th Owner,2022,1498.0,5,2.578471746449668,299.0,28740.0
261,Mercedes-Benz GLC 220d 4MATIC Sport,22000.0,Diesel,Automatic,1st Owner,2018,2596.0,5,8.346639994111847,519.0,45730.0
262,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,141834.0,Diesel,Manual,1st Owner,2015,1197.0,5,118.78065236060351,239.0,11010.0
263,Land Rover Discovery Sport TD4 HSE 7S,72000.0,Diesel,Automatic,1st Owner,2018,1999.0,7,35.76071518403459,285.0,40150.0
264,Hyundai Verna 1.6 CRDi EX MT,55000.0,Diesel,Manual,1st Owner,2014,1396.0,5,39.28067152520456,279.0,5990.0
265,Jeep Compass 2.0 Limited,98492.0,Diesel,Manual,1st Owner,2018,1968.0,5,50.4483346589337,393.0,23480.0
266,Tata Indica eV2 eL,90000.0,Diesel,Manual,2nd Owner,2011,1991.0,7,45.39436531319436,284.0,2790.0
267,Maruti Swift VXI,60000.0,Petrol,Manual,2nd Owner,2013,999.0,5,60.30780842385415,199.0,4810.0
268,Hyundai Santro Xing GLS,70000.0,Petrol,Manual,2nd Owner,2008,1527.0,4,45.832543454649,381.0,3130.0
269,Maruti Swift Dzire ZXI 1.2,31000.0,Petrol,Manual,1st Owner,2017,1248.0,5,24.775969273933576,249.0,10170.0
270,Maruti Alto K10 2010-2014 VXI,81674.0,Petrol,Manual,1st Owner,2014,1120.0,8,73.29208333661761,140.0,3760.0
271,Hyundai Verna 1.4 EX,199085.0,Diesel,Manual,1st Owner,2013,1120.0,5,178.21542043239714,224.0,5560.0
272,Hyundai Creta 1.6 SX,36000.0,Petrol,Manual,1st Owner,2018,1591.0,5,22.98502196712896,318.0,21100.0
273,Maruti Ciaz Alpha,47000.0,Petrol,Manual,1st Owner,2020,1598.0,5,28.915440982942155,319.0,16690.0
274,Maruti 800 Std,50000.0,Petrol,Manual,4th Owner,2000,1197.0,7,41.69156933826421,171.0,2500.0
275,Mahindra KUV 100 NXT G80 K4 Plus 6Str,19000.0,Petrol,Manual,1st Owner,2017,1991.0,5,9.414082965499414,398.0,5200.0
276,Hyundai EON Era Plus,51612.0,Petrol,Manual,1st Owner,2015,998.0,5,51.46133430405191,199.0,4240.0
277,BMW X5 xDrive 30d xLine,25000.0,Diesel,Automatic,1st Owner,2020,2179.0,5,11.097641920557374,435.0,54300.0
278,Hyundai EON D Lite Plus,51841.0,Petrol,Manual,2nd Owner,2016,998.0,5,51.812537962240576,199.0,4070.0
279,Honda City i VTEC V,40000.0,Petrol,Manual,1st Owner,2016,1248.0,5,31.674623494760645,249.0,8730.0
280,Maruti Ciaz VXi Plus,549999.0,Petrol,Manual,1st Owner,2015,2494.0,5,220.3466221509889,498.0,7260.0
281,Tata Nexon XMA AMT S,39353.0,Petrol,Automatic,1st Owner,2020,2755.0,7,13.822510586232704,393.0,17220.0
282,Land Rover Freelander 2 SE,158108.0,Diesel,Automatic,1st Owner,2014,999.0,5,158.36078538360658,199.0,25770.0
283,Maruti Swift Dzire VDI,80000.0,Diesel,Manual,3rd Owner,2016,1248.0,5,63.72219626695193,249.0,7400.0
284,Skoda Octavia 2.0 TDI AT Style Plus,120000.0,Diesel,Automatic,3rd Owner,2016,1341.0,5,89.52871808985182,268.0,14330.0
285,Maruti Alto LXi BSIII,120000.0,Petrol,Manual,3rd Owner,2009,624.0,5,192.6745797832516,124.0,3060.0
286,Tata Harrier XT,32638.0,Diesel,Manual,1st Owner,2021,2967.0,5,10.786099418555057,593.0,29110.0
287,Kia Seltos GTX DCT,11000.0,Petrol,Automatic,1st Owner,2021,1498.0,5,7.028357964112202,299.0,32700.0
288,Maruti Alto K10 VXI,18570.0,Petrol,Manual,1st Owner,2016,1248.0,5,14.46436606579871,249.0,4470.0
289,Maruti Alto 800 LXI,25000.0,Petrol,Manual,2nd Owner,2019,793.0,5,31.729738759616463,158.0,4790.0
290,Hyundai i20 Sportz 1.4 CRDi,83204.0,Diesel,Manual,2nd Owner,2013,1197.0,5,69.25336820001534,239.0,5100.0
291,Maruti Baleno 1.2 Alpha,36438.0,Petrol,Manual,2nd Owner,2018,2179.0,7,16.971408836799807,311.0,8400.0
292,Toyota Innova Crysta 2.4 ZX MT BSIV,83519.0,Diesel,Manual,1st Owner,2016,2499.0,7,33.74136430415663,357.0,28670.0
293,Kia Seltos HTX Plus D,31409.0,Diesel,Manual,1st Owner,2020,1586.0,5,20.24480730406263,317.0,32370.0
294,Tata Indica Quadrajet LS,273257.0,Diesel,Manual,4th Owner,2011,1086.0,5,251.92616108865744,217.0,2890.0
295,Skoda Rapid 1.6 TDI Elegance,65000.0,Diesel,Manual,2nd Owner,2011,1462.0,5,44.76342799954774,292.0,5800.0
296,Tata Hexa XTA,86500.0,Diesel,Automatic,2nd Owner,2017,2179.0,7,40.06967552529302,311.0,17470.0
297,Maruti SX4 S Cross DDiS 200 Zeta,72568.0,Diesel,Manual,1st Owner,2017,995.0,5,73.19070608153238,199.0,9780.0
298,Mahindra Bolero ZLX,60000.0,Diesel,Manual,2nd Owner,2014,2143.0,5,28.11318045355445,428.0,6390.0
299,Hyundai Verna VTVT 1.6 AT EX,51000.0,Petrol,Automatic,1st Owner,2017,1591.0,5,31.787920200815723,318.0,10480.0
300,Maruti Swift ZXI BSIV,39889.0,Petrol,Manual,2nd Owner,2017,1997.0,5,19.969870512017245,399.0,6080.0
301,Volkswagen CrossPolo 1.2 TDI,94848.0,Diesel,Manual,3rd Owner,2013,1061.0,5,89.6477117698214,212.0,5120.0
302,Hyundai i20 Sportz,1040.0,Petrol,Manual,1st Owner,2022,1395.0,5,0.28718478294982075,279.0,10400.0
303,Maruti Wagon R LXI DUO BS IV,80000.0,Lpg,Manual,1st Owner,2012,998.0,8,79.6701075802112,124.0,4340.0
304,Toyota Corolla Altis VL AT,69509.0,Petrol,Automatic,2nd Owner,2016,2982.0,7,23.449584429325316,426.0,21980.0
305,Nissan Terrano XL 85 PS,97972.0,Diesel,Manual,2nd Owner,2014,1248.0,7,78.23026489254151,178.0,5630.0
306,Maruti Alto K10 2010-2014 VXI,140511.0,Petrol,Manual,1st Owner,2011,1086.0,7,129.143471273436,155.0,3350.0
307,Maruti Swift Dzire VXI,29265.0,Petrol,Manual,1st Owner,2015,1995.0,5,14.981112162151506,399.0,5770.0
308,Maruti Wagon R CNG LXI,60000.0,Cng,Manual,2nd Owner,2021,3996.0,5,15.109238018487009,799.0,6840.0
309,Toyota Camry Hybrid 2.5,20000.0,Petrol,Automatic,1st Owner,2019,1998.0,5,10.079922742838088,399.0,42140.0
310,Tata Indigo LX TDI BSIII,223926.0,Diesel,Manual,2nd Owner,2015,4367.0,7,50.800872411902986,623.0,4000.0
311,Mahindra TUV 300 T8,33647.0,Diesel,Manual,1st Owner,2015,1248.0,7,26.55708143868049,178.0,10360.0
312,Mahindra Scorpio VLS AT 2.2 mHAWK,120000.0,Diesel,Automatic,2nd Owner,2012,998.0,5,120.52431671251519,199.0,6480.0
313,Maruti Baleno Zeta,21094.0,Petrol,Manual,1st Owner,2021,1197.0,5,17.7778524262837,239.0,9310.0
314,Mercedes-Benz GLS 400 4MATIC,80000.0,Petrol,Automatic,1st Owner,2017,1998.0,5,40.04431479835882,399.0,49970.0
315,Maruti Eeco 5 Seater AC 2020-2022,80000.0,Petrol,Manual,2nd Owner,2020,1396.0,5,57.028570740732064,279.0,5810.0
316,Hyundai Grand i10 1.2 Kappa Magna BSIV,40000.0,Petrol,Manual,1st Owner,2017,1197.0,5,33.776114827605916,239.0,6550.0
317,Tata Hexa XT,66000.0,Diesel,Manual,1st Owner,2017,1197.0,5,55.51135563399539,239.0,20610.0
318,Honda Jazz 1.2 V i VTEC,43000.0,Petrol,Manual,1st Owner,2016,1968.0,5,21.37128007894559,393.0,7200.0
319,Hyundai i10 Sportz,55961.0,Petrol,Manual,3rd Owner,2011,1997.0,5,28.27152289341322,399.0,4080.0
320,Kia Seltos GTX Plus DCT,3900.0,Petrol,Automatic,2nd Owner,2021,2925.0,7,1.0508253600885444,417.0,33520.0
321,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,195346.0,Diesel,Manual,1st Owner,2013,2179.0,5,90.037799438147,435.0,7420.0
322,BMW X7 xDrive 40i,13000.0,Petrol,Automatic,1st Owner,2019,2998.0,7,4.221458399770299,428.0,58670.0
323,Maruti Swift VXI,32714.0,Petrol,Manual,1st Owner,2020,998.0,5,33.14388730757307,199.0,7840.0
324,Maruti Wagon R VXI 1.2 BSIV,62000.0,Petrol,Manual,1st Owner,2017,1197.0,5,52.16627904034127,239.0,5980.0
325,Maruti Swift Dzire VDi,80000.0,Diesel,Manual,1st Owner,2010,1999.0,5,40.01389425663656,399.0,4790.0
326,Hyundai i20 1.2 Sportz,36550.0,Petrol,Manual,1st Owner,2012,1086.0,5,33.85440006046174,217.0,4860.0
327,Hyundai Grand i10 1.2 Kappa Sportz Option AT,29927.0,Petrol,Automatic,2nd Owner,2017,1197.0,5,25.174022001281596,239.0,7220.0
328,Skoda Octavia Elegance 1.8 TSI AT,55000.0,Petrol,Automatic,2nd Owner,2015,1798.0,5,30.85638061523522,359.0,15640.0
329,Maruti Alto K10 LXI,39873.0,Petrol,Manual,2nd Owner,2017,1950.0,5,20.331187340033843,390.0,4600.0
330,Maruti Swift Dzire LDI,70000.0,Diesel,Manual,2nd Owner,2015,1197.0,5,58.41706700859679,239.0,5280.0
331,Maruti Alto 800 LXI,89096.0,Petrol,Manual,1st Owner,2016,1591.0,5,55.74656091094797,318.0,6700.0
332,Hyundai i20 1.4 Asta,96805.0,Diesel,Manual,1st Owner,2017,998.0,5,96.96229113980388,199.0,7560.0
333,Toyota Fortuner 4x2 Manual,212661.0,Diesel,Manual,2nd Owner,2013,1373.0,5,155.09591806797812,274.0,22640.0
334,Renault Pulse RxL,23907.0,Diesel,Manual,2nd Owner,2013,1198.0,5,20.081438795120423,239.0,4020.0
335,Hyundai i20 1.4 Magna Executive,65392.0,Diesel,Manual,1st Owner,2017,1396.0,5,46.47741529633684,279.0,7960.0
336,Hyundai i20 Active 1.4 SX,100000.0,Diesel,Manual,2nd Owner,2015,796.0,5,125.28421745346694,159.0,6200.0
337,Maruti SX4 Vxi BSIV,83083.0,Petrol,Manual,3rd Owner,2010,2987.0,5,27.56826739564504,597.0,3650.0
338,Volvo S60 D4 KINETIC,99000.0,Diesel,Automatic,1st Owner,2017,1497.0,5,66.43775430996608,299.0,31040.0
339,Hyundai i10 Sportz AT,40821.0,Petrol,Automatic,1st Owner,2011,1197.0,5,34.5525563086319,239.0,4620.0
340,Volkswagen Polo 1.5 TDI Highline,89506.0,Diesel,Manual,1st Owner,2013,1197.0,5,74.95056345173475,239.0,6130.0
341,Toyota Fortuner 2.8 2WD MT BSIV,77000.0,Diesel,Manual,2nd Owner,2017,2982.0,7,25.703081024636116,426.0,37350.0
342,Maruti Alto 800 VXI,5000.0,Petrol,Manual,1st Owner,2022,1197.0,5,3.6917145943703393,239.0,5960.0
343,Maruti Swift Dzire VXI 1.2 BS IV,27729.0,Petrol,Manual,1st Owner,2018,1061.0,5,26.026327801789797,212.0,7540.0
344,Hyundai i20 Magna,92573.0,Petrol,Manual,1st Owner,2010,1582.0,5,58.41712131613129,316.0,4090.0
345,Mercedes-Benz GLS 400d 4MATIC,15000.0,Diesel,Automatic,2nd Owner,2020,999.0,5,15.452954070166708,199.0,58000.0
346,Hyundai i20 Asta Option 1.4 CRDi,69000.0,Diesel,Manual,1st Owner,2016,3198.0,5,22.016467548789834,639.0,9550.0
347,Toyota Etios Liva G,48150.0,Petrol,Manual,1st Owner,2014,1995.0,5,23.79816555145103,399.0,5210.0
348,Mercedes-Benz GLE 250d,45000.0,Diesel,Automatic,1st Owner,2019,1248.0,5,36.134458645745624,249.0,47100.0
349,Kia Seltos HTX Plus D,45873.0,Diesel,Manual,1st Owner,2020,1498.0,5,30.80411777365204,299.0,30470.0
350,Hyundai EON Era Plus,67062.0,Petrol,Manual,2nd Owner,2015,2143.0,5,31.592995417375175,428.0,3990.0
351,Mercedes-Benz C-Class Progressive C 220d,65000.0,Diesel,Automatic,1st Owner,2014,1462.0,6,44.043742248825346,243.0,30190.0
352,Hyundai Verna Transform VTVT,86208.0,Petrol,Manual,4th Owner,2010,1373.0,5,63.19526886302518,274.0,3610.0
353,Hyundai i20 Asta Option 1.2,20000.0,Petrol,Manual,1st Owner,2017,1498.0,5,13.051253463075549,299.0,6930.0
354,Mahindra XUV500 W8 2WD,77494.0,Diesel,Manual,2nd Owner,2012,1461.0,5,52.76802336442274,292.0,6610.0
355,Toyota Innova Crysta 2.8 GX AT BSIV,55000.0,Diesel,Automatic,1st Owner,2019,1248.0,5,43.870007246096975,249.0,33800.0
356,Hyundai i20 Asta 1.2,10188.0,Petrol,Manual,1st Owner,2016,2143.0,5,4.4010132793045935,428.0,7460.0
357,Maruti Alto 800 LXI,95489.0,Petrol,Manual,1st Owner,2015,1061.0,5,90.20958576774832,212.0,3910.0
358,Honda Amaze VX AT i-Vtech,45000.0,Petrol,Automatic,1st Owner,2014,1998.0,5,22.906910882736025,399.0,6430.0
359,Maruti Swift Dzire VDI,70000.0,Diesel,Manual,1st Owner,2018,1047.0,5,66.56426128462192,209.0,8860.0
360,Hyundai Xcent 1.2 Kappa AT S Option,70000.0,Petrol,Automatic,3rd Owner,2015,1596.0,5,44.34727518549088,319.0,6230.0
361,Tata Zest Revotron 1.2 XT,55000.0,Petrol,Manual,1st Owner,2015,1193.0,5,46.57229248184607,238.0,5210.0
362,Hyundai Grand i10 Sportz,80000.0,Petrol,Manual,2nd Owner,2015,1196.0,5,67.20097544041646,239.0,5220.0
363,Honda City i VTEC VX,70000.0,Petrol,Manual,1st Owner,2015,1998.0,5,34.94536115153924,399.0,7760.0
364,Ford Figo Petrol ZXI,81721.0,Petrol,Manual,1st Owner,2010,1196.0,5,68.34836391268321,239.0,3830.0
365,Maruti Swift Dzire AMT VXI,47131.0,Petrol,Automatic,1st Owner,2017,1991.0,5,24.031667406127735,398.0,6910.0
366,Mahindra Bolero Power Plus SLX,50000.0,Diesel,Manual,1st Owner,2018,1248.0,7,40.26279468392759,178.0,8020.0
367,Maruti Swift Dzire VDI,62600.0,Diesel,Manual,1st Owner,2017,2143.0,5,29.33008412879672,428.0,8850.0
368,Kia Seltos GTX DCT,40000.0,Petrol,Automatic,1st Owner,2019,1353.0,5,29.36232238065932,270.0,30770.0
369,Hyundai Santa Fe 4X4,95254.0,Diesel,Manual,1st Owner,2013,2199.0,7,43.33900808905236,314.0,11550.0
370,Mercedes-Benz C-Class Progressive C 200,12000.0,Petrol,Automatic,1st Owner,2021,1996.0,6,6.0730898203708215,332.0,44990.0
371,BMW 7 Series 730Ld DPE Signature,47000.0,Diesel,Automatic,1st Owner,2017,1968.0,5,23.549697804844453,393.0,49990.0
372,Mercedes-Benz E-Class Expression E 220 d BSIV,17000.0,Diesel,Automatic,1st Owner,2020,1950.0,5,9.19770659959982,390.0,47770.0
373,Hyundai Creta 1.4 CRDi S,70000.0,Diesel,Manual,1st Owner,2017,1991.0,4,35.54990352115748,497.0,11780.0
374,Toyota Innova Crysta 2.4 GX 8 STR,20713.0,Diesel,Manual,1st Owner,2021,1198.0,7,17.067549328573648,171.0,33740.0
375,Hyundai i20 1.2 Spotz,48000.0,Petrol,Manual,1st Owner,2018,998.0,5,47.76368544035784,199.0,8320.0
376,BMW 5 Series 520d M Sport,42000.0,Diesel,Automatic,2nd Owner,2017,1991.0,5,21.408386037250704,398.0,39050.0
377,Maruti Celerio ZXI AMT BSIV,46364.0,Petrol,Automatic,1st Owner,2018,1198.0,5,38.82561887401785,239.0,7680.0
378,Chevrolet Spark 1.0 LT,84489.0,Petrol,Manual,3rd Owner,2011,1493.0,5,56.27706771180151,298.0,3000.0
379,Nissan Micra Diesel XV,90000.0,Diesel,Manual,1st Owner,2011,1198.0,5,75.21069256741842,239.0,3890.0
380,Ford Aspire 1.2 Ti-VCT Ambiente,59300.0,Petrol,Manual,1st Owner,2017,1196.0,5,49.33873996536369,239.0,5600.0
381,Maruti Ciaz Alpha Automatic BSIV,56000.0,Petrol,Automatic,1st Owner,2019,1462.0,5,37.891062597726844,292.0,12070.0
382,Hyundai i20 Magna Optional 1.2,23000.0,Petrol,Manual,1st Owner,2014,1197.0,5,19.05367231893204,239.0,6330.0
383,Maruti Swift Dzire LDI,66906.0,Diesel,Manual,1st Owner,2020,2487.0,8,26.54354368954119,310.0,7510.0
384,Maruti Baleno RS 1.0 Petrol,30000.0,Petrol,Manual,1st Owner,2017,1197.0,5,25.4495579845058,239.0,10810.0
385,Hyundai EON Era Plus,10482.0,Petrol,Manual,2nd Owner,2012,1198.0,5,9.139789813328349,239.0,3800.0
386,Maruti Wagon R LXI Minor Duo LPG,74228.0,Lpg,Manual,1st Owner,2008,1197.0,5,61.70149088219856,239.0,3230.0
387,Mahindra Renault Logan 1.4 GLX,90000.0,Petrol,Manual,3rd Owner,2008,1582.0,5,57.32277362079502,316.0,3020.0
388,Hyundai i10 Magna,75000.0,Petrol,Manual,3rd Owner,2009,999.0,5,75.02756291116131,199.0,3360.0
389,Maruti Swift Dzire VXI 1.2,24117.0,Petrol,Manual,1st Owner,2018,1194.0,7,20.39489221146488,170.0,7580.0
390,Maruti Swift VXI with ABS,85000.0,Petrol,Manual,2nd Owner,2006,998.0,5,85.13221920035477,199.0,3240.0
391,Hyundai i20 Sportz 1.2,25000.0,Petrol,Manual,1st Owner,2017,796.0,5,31.86716165418741,159.0,8720.0
392,Skoda Rapid 1.0 TSI Ambition,17805.0,Petrol,Manual,2nd Owner,2020,1061.0,5,16.332395737784335,212.0,13390.0
393,Chevrolet Spark 1.0 LT,80000.0,Petrol,Manual,2nd Owner,2009,1497.0,5,53.43755987324333,299.0,2640.0
394,Skoda New Laura Ambiente 2.0 TDI CR MT,95884.0,Diesel,Manual,2nd Owner,2013,1248.0,5,76.8392653650956,249.0,5160.0
395,Hyundai Elantra CRDi S,70372.0,Diesel,Manual,1st Owner,2013,624.0,4,112.51948125658635,156.0,6980.0
396,Ford Freestyle Titanium Plus Petrol BSIV,26404.0,Petrol,Manual,1st Owner,2018,1197.0,5,22.20935269971664,239.0,7410.0
397,Maruti Swift Dzire VXI 1.2 BS IV,65000.0,Petrol,Manual,1st Owner,2019,2179.0,5,29.46373303771882,435.0,8690.0
398,Renault Duster Petrol RXS CVT,14000.0,Petrol,Automatic,1st Owner,2019,1498.0,5,9.029688993792297,299.0,12730.0
399,Honda City i DTEC E,133384.0,Diesel,Manual,1st Owner,2014,1582.0,5,84.61975151201526,316.0,5970.0
400,Maruti Wagon R VXI BS IV,82028.0,Petrol,Manual,2nd Owner,2010,1248.0,5,65.68525139528424,249.0,3540.0
401,Kia Seltos HTX G,43000.0,Petrol,Manual,1st Owner,2019,1995.0,5,21.1584556494546,399.0,26940.0
402,Audi Q3 35 TDI Quattro Premium Plus,39356.0,Diesel,Automatic,1st Owner,2015,3198.0,7,12.640988020970989,456.0,31960.0
403,Honda City 1.5 S MT,112308.0,Petrol,Manual,3rd Owner,2008,2199.0,5,51.07891701321505,439.0,4040.0
404,Chevrolet Spark 1.0 LT,74008.0,Petrol,Manual,4th Owner,2008,1198.0,7,61.377617920260604,171.0,2790.0
405,Hyundai Santro Magna Corp Edition AMT,9000.0,Petrol,Automatic,1st Owner,2020,3198.0,7,2.9802098452554486,456.0,7640.0
406,Maruti Baleno 1.3 Zeta,91498.0,Diesel,Manual,1st Owner,2015,1197.0,5,75.96345333106774,239.0,7130.0
407,Mahindra Scorpio 1.99 S10,53076.0,Diesel,Manual,2nd Owner,2016,1498.0,5,35.50555903520882,299.0,11890.0
408,Maruti Swift Dzire VDi,90000.0,Diesel,Manual,2nd Owner,2012,1197.0,5,75.18764050467266,239.0,4510.0
409,Mercedes-Benz GLC 220d 4MATIC,24000.0,Diesel,Automatic,1st Owner,2020,2987.0,5,7.703661725960383,597.0,47180.0
410,Maruti Wagon R LXI Minor Duo LPG,87100.0,Lpg,Manual,2nd Owner,2009,1399.0,5,62.19070842391574,279.0,3100.0
411,Maruti Ignis 1.2 Alpha BSIV,40000.0,Petrol,Manual,1st Owner,2017,1198.0,7,33.558191284717424,171.0,7220.0
412,Honda Amaze VX CVT Diesel,50000.0,Diesel,Automatic,1st Owner,2021,995.0,5,50.04287991311644,199.0,20810.0
413,Hyundai i20 Active 1.2 SX,85181.0,Petrol,Manual,1st Owner,2016,1591.0,5,53.40138051935179,318.0,6900.0
414,Maruti Wagon R ZXI Plus,17000.0,Petrol,Manual,1st Owner,2022,1462.0,5,11.857819779509246,292.0,8600.0
415,Chevrolet Beat LT Option,60000.0,Petrol,Manual,2nd Owner,2011,936.0,5,63.97138924178008,187.0,3510.0
